FlightNumber,Airline,DepartureAirport,ArrivalAirport,ScheduledDepartureTime,ActualDepartureTime,DelayDuration,DelayCause,Date,PassengerImpact,FlightStatus
UA999,Southwest Airlines,DFW,PHX,13-04-2025 10:30,13-04-2025 12:30,120.0,Crew,13-04-2025,Major impact,Delayed
UA449,Delta Air Lines,SEA,DEN,03-01-2025 22:15,03-01-2025 22:20,5.0,Security,03-01-2025,Minimal,Delayed
AS766,American Airlines,MIA,JFK,25-04-2025 21:45,25-04-2025 22:45,60.0,Late Aircraft,25-04-2025,Moderate,Delayed
UA496,Delta Air Lines,JFK,ATL,01-03-2025 11:15,01-03-2025 11:45,30.0,Weather,01-03-2025,Moderate,Delayed
SW471,American Airlines,ORD,MIA,26-04-2025 22:15,26-04-2025 23:45,90.0,Weather,26-04-2025,Missed connections,Delayed
UA530,JetBlue Airways,SEA,DEN,01-01-2025 12:15,01-01-2025 12:20,5.0,Technical,01-01-2025,Minimal,Delayed
SW176,Delta Air Lines,DFW,ATL,12-02-2025 09:00,12-02-2025 09:10,10.0,Weather,12-02-2025,Minimal,Delayed
AA706,Alaska Airlines,DEN,ORD,01-02-2025 03:45,01-02-2025 04:45,60.0,Weather,01-02-2025,Moderate,Delayed
JB913,Delta Air Lines,LAX,MIA,08-04-2025 03:45,08-04-2025 03:55,10.0,Weather,08-04-2025,Minimal,Delayed
SW420,Alaska Airlines,LAX,DFW,08-01-2025 14:00,08-01-2025 15:30,90.0,Weather,08-01-2025,Major impact,Delayed
JB153,United Airlines,SFO,SEA,13-01-2025 19:45,13-01-2025 19:50,5.0,Late Aircraft,13-01-2025,Minimal,Delayed
SW735,JetBlue Airways,LAX,SFO,25-03-2025 21:00,25-03-2025 22:00,60.0,Security,25-03-2025,Moderate,Delayed
AA112,JetBlue Airways,LAX,ORD,26-04-2025 18:15,26-04-2025 19:00,45.0,Crew,26-04-2025,Moderate,Delayed
AS735,Southwest Airlines,ATL,ORD,18-01-2025 01:00,18-01-2025 02:30,90.0,Security,18-01-2025,Missed connections,Delayed
JB894,Delta Air Lines,ATL,MIA,09-02-2025 19:30,09-02-2025 19:35,5.0,Security,09-02-2025,Minimal,Delayed
AS248,American Airlines,DFW,PHX,15-04-2025 17:00,15-04-2025 17:30,30.0,Technical,15-04-2025,Moderate,Delayed
DL904,American Airlines,DEN,DFW,27-03-2025 15:45,27-03-2025 16:45,60.0,Security,27-03-2025,Moderate,Delayed
SW324,American Airlines,DFW,ORD,01-03-2025 19:15,01-03-2025 20:15,60.0,Late Aircraft,01-03-2025,Moderate,Delayed
DL945,American Airlines,DEN,JFK,10-01-2025 11:00,10-01-2025 11:15,15.0,Crew,10-01-2025,Minimal,Delayed
AS699,United Airlines,JFK,LAX,26-01-2025 06:30,26-01-2025 07:15,45.0,Technical,26-01-2025,Moderate,Delayed
JB351,Delta Air Lines,DFW,JFK,23-01-2025 08:00,23-01-2025 08:15,15.0,Late Aircraft,23-01-2025,Minimal,Delayed
AA446,Delta Air Lines,ORD,MIA,31-01-2025 11:30,31-01-2025 14:30,180.0,Security,31-01-2025,Missed connections,Delayed
AA221,Delta Air Lines,ATL,ORD,25-01-2025 17:45,25-01-2025 18:45,60.0,Security,25-01-2025,Moderate,Delayed
AS729,American Airlines,ATL,PHX,19-02-2025 20:30,19-02-2025 22:30,120.0,Technical,19-02-2025,Missed connections,Delayed
JB811,Southwest Airlines,SEA,MIA,04-02-2025 18:45,04-02-2025 18:50,5.0,Technical,04-02-2025,Minimal,Delayed
DL562,Delta Air Lines,SFO,DFW,09-02-2025 13:45,09-02-2025 14:45,60.0,Crew,09-02-2025,Moderate,Delayed
DL869,American Airlines,ORD,MIA,08-03-2025 11:15,08-03-2025 13:15,120.0,Security,08-03-2025,Missed connections,Delayed
SW542,Southwest Airlines,DEN,MIA,10-02-2025 08:45,10-02-2025 10:45,120.0,Technical,10-02-2025,Missed connections,Delayed
AA221,American Airlines,DEN,JFK,11-03-2025 06:30,11-03-2025 07:30,60.0,Crew,11-03-2025,Moderate,Delayed
AS965,United Airlines,DFW,ATL,20-04-2025 22:30,20-04-2025 23:15,45.0,Crew,20-04-2025,Moderate,Delayed
DL691,Delta Air Lines,ORD,JFK,05-03-2025 21:30,05-03-2025 23:00,90.0,Late Aircraft,05-03-2025,Missed connections,Delayed
AS650,United Airlines,DEN,JFK,14-03-2025 01:15,14-03-2025 02:15,60.0,Security,14-03-2025,Moderate,Delayed
JB722,JetBlue Airways,SFO,SEA,27-01-2025 12:00,27-01-2025 12:30,30.0,Late Aircraft,27-01-2025,Moderate,Delayed
JB562,Alaska Airlines,ORD,LAX,22-01-2025 03:15,22-01-2025 05:15,120.0,Weather,22-01-2025,Major impact,Delayed
SW260,American Airlines,ATL,PHX,23-02-2025 15:00,23-02-2025 15:30,30.0,Technical,23-02-2025,Moderate,Delayed
UA542,Alaska Airlines,SEA,ATL,19-03-2025 18:30,19-03-2025 21:30,180.0,Late Aircraft,19-03-2025,Missed connections,Delayed
DL556,American Airlines,SFO,DFW,09-03-2025 10:45,09-03-2025 10:50,5.0,Weather,09-03-2025,Minimal,Delayed
SW455,Alaska Airlines,ORD,SEA,20-03-2025 05:45,20-03-2025 07:15,90.0,Late Aircraft,20-03-2025,Missed connections,Delayed
UA178,American Airlines,MIA,DEN,22-02-2025 14:15,22-02-2025 17:15,180.0,Weather,22-02-2025,Missed connections,Delayed
AA356,American Airlines,ATL,SFO,27-03-2025 23:45,27-03-2025 23:55,10.0,Weather,27-03-2025,Minimal,Delayed
DL830,Southwest Airlines,ATL,MIA,16-04-2025 08:15,16-04-2025 08:20,5.0,Security,16-04-2025,Minimal,Delayed
UA227,JetBlue Airways,SFO,ATL,10-01-2025 21:00,10-01-2025 21:15,15.0,Late Aircraft,10-01-2025,Minimal,Delayed
AS778,Alaska Airlines,LAX,SEA,30-03-2025 09:45,30-03-2025 09:50,5.0,Weather,30-03-2025,Minimal,Delayed
DL355,United Airlines,DFW,ORD,12-01-2025 00:45,12-01-2025 00:50,5.0,Crew,12-01-2025,Minimal,Delayed
SW223,Delta Air Lines,DFW,LAX,15-02-2025 10:15,15-02-2025 11:15,60.0,Weather,15-02-2025,Moderate,Delayed
SW325,American Airlines,ORD,SFO,06-01-2025 02:15,06-01-2025 04:15,120.0,Weather,06-01-2025,Major impact,Delayed
AA443,American Airlines,PHX,SEA,18-02-2025 16:15,18-02-2025 16:20,5.0,Technical,18-02-2025,Minimal,Delayed
AA416,Delta Air Lines,SFO,DFW,21-03-2025 02:00,21-03-2025 04:00,120.0,Crew,21-03-2025,Major impact,Delayed
DL757,American Airlines,DFW,MIA,05-04-2025 10:15,05-04-2025 10:20,5.0,Security,05-04-2025,Minimal,Delayed
SW763,United Airlines,JFK,ORD,19-04-2025 23:30,20-04-2025 00:00,30.0,Security,19-04-2025,Moderate,Delayed
AS354,Alaska Airlines,DFW,SEA,08-03-2025 10:15,08-03-2025 10:20,5.0,Weather,08-03-2025,Minimal,Delayed
AA297,American Airlines,ATL,ORD,17-01-2025 02:15,17-01-2025 02:45,30.0,Technical,17-01-2025,Moderate,Delayed
SW842,Southwest Airlines,ORD,ATL,03-04-2025 06:15,03-04-2025 06:45,30.0,Crew,03-04-2025,Moderate,Delayed
SW750,Delta Air Lines,ORD,MIA,11-01-2025 11:45,11-01-2025 13:45,120.0,Late Aircraft,11-01-2025,Missed connections,Delayed
UA709,JetBlue Airways,ATL,PHX,04-04-2025 05:30,04-04-2025 06:15,45.0,Late Aircraft,04-04-2025,Moderate,Delayed
SW514,Southwest Airlines,SFO,DEN,19-02-2025 15:30,19-02-2025 15:40,10.0,Late Aircraft,19-02-2025,Minimal,Delayed
DL589,American Airlines,DEN,JFK,31-03-2025 21:15,31-03-2025 23:15,120.0,Technical,31-03-2025,Missed connections,Delayed
JB778,Delta Air Lines,JFK,ATL,09-04-2025 02:45,09-04-2025 02:55,10.0,Security,09-04-2025,Minimal,Delayed
SW269,Southwest Airlines,ORD,DEN,06-03-2025 17:45,06-03-2025 19:15,90.0,Weather,06-03-2025,Major impact,Delayed
UA933,Delta Air Lines,ORD,DFW,30-04-2025 23:45,30-04-2025 23:50,5.0,Technical,30-04-2025,Minimal,Delayed
UA290,Alaska Airlines,ATL,ORD,04-03-2025 05:00,04-03-2025 05:30,30.0,Technical,04-03-2025,Moderate,Delayed
AS696,American Airlines,LAX,ORD,08-03-2025 00:45,08-03-2025 01:30,45.0,Late Aircraft,08-03-2025,Moderate,Delayed
AS508,Southwest Airlines,PHX,JFK,15-02-2025 10:00,15-02-2025 11:30,90.0,Technical,15-02-2025,Major impact,Delayed
JB386,Alaska Airlines,DFW,SFO,27-02-2025 19:45,27-02-2025 20:15,30.0,Weather,27-02-2025,Moderate,Delayed
UA117,Alaska Airlines,DEN,JFK,14-04-2025 23:30,15-04-2025 00:00,30.0,Security,14-04-2025,Moderate,Delayed
AS661,Southwest Airlines,ATL,MIA,15-01-2025 15:15,15-01-2025 15:30,15.0,Weather,15-01-2025,Minimal,Delayed
AS226,Alaska Airlines,ATL,PHX,23-03-2025 23:45,24-03-2025 00:45,60.0,Technical,23-03-2025,Moderate,Delayed
JB166,Alaska Airlines,DEN,SEA,27-04-2025 22:45,28-04-2025 01:45,180.0,Late Aircraft,27-04-2025,Major impact,Delayed
UA889,United Airlines,ATL,PHX,26-03-2025 19:15,26-03-2025 19:20,5.0,Security,26-03-2025,Minimal,Delayed
UA248,United Airlines,DFW,MIA,29-03-2025 14:15,29-03-2025 14:30,15.0,Weather,29-03-2025,Minimal,Delayed
UA614,Alaska Airlines,LAX,DEN,19-04-2025 22:45,19-04-2025 23:15,30.0,Late Aircraft,19-04-2025,Moderate,Delayed
UA532,Alaska Airlines,SEA,DEN,07-04-2025 12:45,07-04-2025 13:30,45.0,Crew,07-04-2025,Moderate,Delayed
SW770,Delta Air Lines,PHX,ATL,26-02-2025 22:45,26-02-2025 23:00,15.0,Technical,26-02-2025,Minimal,Delayed
AS300,Alaska Airlines,JFK,SFO,03-04-2025 18:00,03-04-2025 18:15,15.0,Late Aircraft,03-04-2025,Minimal,Delayed
JB765,United Airlines,PHX,SFO,20-01-2025 20:45,20-01-2025 20:55,10.0,Technical,20-01-2025,Minimal,Delayed
AS491,United Airlines,SEA,DEN,02-01-2025 03:00,02-01-2025 05:00,120.0,Security,02-01-2025,Major impact,Delayed
JB686,Southwest Airlines,ORD,LAX,12-04-2025 18:15,12-04-2025 19:45,90.0,Crew,12-04-2025,Major impact,Delayed
AA830,JetBlue Airways,ATL,SEA,15-04-2025 22:00,16-04-2025 01:00,180.0,Security,15-04-2025,Missed connections,Delayed
AA668,Southwest Airlines,DEN,LAX,06-01-2025 04:15,06-01-2025 04:25,10.0,Security,06-01-2025,Minimal,Delayed
AA186,American Airlines,MIA,ORD,16-02-2025 17:15,16-02-2025 17:20,5.0,Technical,16-02-2025,Minimal,Delayed
JB901,United Airlines,MIA,SEA,18-01-2025 18:45,18-01-2025 21:45,180.0,Crew,18-01-2025,Major impact,Delayed
DL716,JetBlue Airways,DFW,SFO,05-02-2025 04:45,05-02-2025 05:30,45.0,Crew,05-02-2025,Moderate,Delayed
DL509,Southwest Airlines,LAX,DEN,28-03-2025 13:15,28-03-2025 13:25,10.0,Crew,28-03-2025,Minimal,Delayed
SW488,American Airlines,PHX,DFW,10-01-2025 08:00,10-01-2025 11:00,180.0,Late Aircraft,10-01-2025,Major impact,Delayed
AA471,United Airlines,ORD,ATL,22-04-2025 07:30,22-04-2025 09:00,90.0,Technical,22-04-2025,Missed connections,Delayed
JB377,JetBlue Airways,LAX,JFK,22-01-2025 10:45,22-01-2025 13:45,180.0,Security,22-01-2025,Missed connections,Delayed
DL365,American Airlines,MIA,ATL,26-03-2025 04:15,26-03-2025 05:00,45.0,Weather,26-03-2025,Moderate,Delayed
AS479,Alaska Airlines,DFW,SEA,01-04-2025 14:15,01-04-2025 15:15,60.0,Late Aircraft,01-04-2025,Moderate,Delayed
UA538,JetBlue Airways,DFW,DEN,23-03-2025 02:30,23-03-2025 03:30,60.0,Weather,23-03-2025,Moderate,Delayed
SW927,American Airlines,SFO,PHX,30-04-2025 23:15,01-05-2025 02:15,180.0,Security,30-04-2025,Major impact,Delayed
JB294,Alaska Airlines,JFK,SEA,31-03-2025 17:30,31-03-2025 20:30,180.0,Security,31-03-2025,Major impact,Delayed
DL790,JetBlue Airways,DFW,ATL,10-01-2025 11:15,10-01-2025 11:20,5.0,Late Aircraft,10-01-2025,Minimal,Delayed
DL482,American Airlines,DEN,DFW,17-04-2025 17:00,17-04-2025 19:00,120.0,Crew,17-04-2025,Missed connections,Delayed
SW158,United Airlines,JFK,MIA,12-02-2025 09:30,12-02-2025 10:30,60.0,Technical,12-02-2025,Moderate,Delayed
AA203,Southwest Airlines,SEA,DFW,11-01-2025 16:15,11-01-2025 18:15,120.0,Weather,11-01-2025,Major impact,Delayed
UA211,Southwest Airlines,SEA,ATL,18-01-2025 11:45,18-01-2025 12:15,30.0,Weather,18-01-2025,Moderate,Delayed
AA236,Southwest Airlines,SFO,DEN,26-04-2025 01:15,26-04-2025 03:15,120.0,Crew,26-04-2025,Major impact,Delayed
JB607,Alaska Airlines,ATL,SFO,07-04-2025 12:45,07-04-2025 12:55,10.0,Weather,07-04-2025,Minimal,Delayed
SW591,United Airlines,ORD,MIA,11-01-2025 13:15,11-01-2025 16:15,180.0,Technical,11-01-2025,Major impact,Delayed
DL293,JetBlue Airways,ATL,ORD,16-01-2025 04:45,16-01-2025 05:15,30.0,Technical,16-01-2025,Moderate,Delayed
DL444,Southwest Airlines,SEA,JFK,07-03-2025 13:00,07-03-2025 13:45,45.0,Crew,07-03-2025,Moderate,Delayed
UA828,Southwest Airlines,DFW,SFO,25-04-2025 01:15,25-04-2025 01:20,5.0,Crew,25-04-2025,Minimal,Delayed
SW386,JetBlue Airways,LAX,SEA,24-01-2025 08:45,24-01-2025 09:30,45.0,Weather,24-01-2025,Moderate,Delayed
JB733,United Airlines,ORD,MIA,08-04-2025 06:15,08-04-2025 06:45,30.0,Late Aircraft,08-04-2025,Moderate,Delayed
SW636,JetBlue Airways,JFK,DFW,18-03-2025 08:15,18-03-2025 08:20,5.0,Technical,18-03-2025,Minimal,Delayed
SW510,JetBlue Airways,ORD,DFW,24-01-2025 00:15,24-01-2025 00:20,5.0,Security,24-01-2025,Minimal,Delayed
DL376,American Airlines,DFW,ORD,10-03-2025 03:00,10-03-2025 04:00,60.0,Crew,10-03-2025,Moderate,Delayed
AS662,United Airlines,ATL,SEA,25-04-2025 19:30,25-04-2025 19:35,5.0,Weather,25-04-2025,Minimal,Delayed
AS363,Alaska Airlines,PHX,MIA,27-01-2025 14:15,27-01-2025 14:45,30.0,Security,27-01-2025,Moderate,Delayed
SW259,Southwest Airlines,DFW,SEA,17-02-2025 04:45,17-02-2025 05:00,15.0,Late Aircraft,17-02-2025,Minimal,Delayed
DL293,JetBlue Airways,SEA,ATL,24-03-2025 09:00,24-03-2025 09:15,15.0,Late Aircraft,24-03-2025,Minimal,Delayed
DL171,Delta Air Lines,LAX,SEA,01-02-2025 14:45,01-02-2025 17:45,180.0,Technical,01-02-2025,Major impact,Delayed
SW493,American Airlines,LAX,JFK,08-04-2025 20:00,08-04-2025 20:10,10.0,Crew,08-04-2025,Minimal,Delayed
DL591,JetBlue Airways,SEA,ATL,09-02-2025 10:45,09-02-2025 10:50,5.0,Security,09-02-2025,Minimal,Delayed
AS656,American Airlines,JFK,LAX,14-01-2025 17:30,14-01-2025 19:00,90.0,Technical,14-01-2025,Major impact,Delayed
AA332,Southwest Airlines,SFO,ATL,15-02-2025 20:30,15-02-2025 22:00,90.0,Weather,15-02-2025,Missed connections,Delayed
AA329,American Airlines,ORD,SFO,10-01-2025 19:30,10-01-2025 19:40,10.0,Weather,10-01-2025,Minimal,Delayed
AS917,American Airlines,JFK,DFW,10-04-2025 20:15,10-04-2025 21:45,90.0,Late Aircraft,10-04-2025,Missed connections,Delayed
AA691,Southwest Airlines,ORD,ATL,12-01-2025 10:15,12-01-2025 11:45,90.0,Crew,12-01-2025,Missed connections,Delayed
SW810,Southwest Airlines,PHX,DEN,18-01-2025 20:15,18-01-2025 23:15,180.0,Late Aircraft,18-01-2025,Missed connections,Delayed
AA308,American Airlines,DEN,PHX,02-03-2025 04:00,02-03-2025 05:00,60.0,Crew,02-03-2025,Moderate,Delayed
DL401,Southwest Airlines,ATL,PHX,30-04-2025 13:15,30-04-2025 13:45,30.0,Weather,30-04-2025,Moderate,Delayed
AA812,Alaska Airlines,ATL,SEA,04-04-2025 00:45,04-04-2025 00:55,10.0,Security,04-04-2025,Minimal,Delayed
JB991,Delta Air Lines,JFK,DFW,16-02-2025 04:00,16-02-2025 04:05,5.0,Security,16-02-2025,Minimal,Delayed
SW253,Delta Air Lines,SEA,ATL,06-04-2025 16:30,06-04-2025 17:30,60.0,Late Aircraft,06-04-2025,Moderate,Delayed
AS113,United Airlines,LAX,DFW,08-01-2025 20:00,08-01-2025 20:15,15.0,Security,08-01-2025,Minimal,Delayed
DL378,American Airlines,MIA,SFO,17-01-2025 23:15,17-01-2025 23:20,5.0,Technical,17-01-2025,Minimal,Delayed
UA762,Southwest Airlines,DFW,DEN,14-01-2025 03:00,14-01-2025 04:00,60.0,Weather,14-01-2025,Moderate,Delayed
DL654,American Airlines,LAX,ORD,18-03-2025 00:30,18-03-2025 01:00,30.0,Weather,18-03-2025,Moderate,Delayed
AA683,JetBlue Airways,JFK,MIA,06-01-2025 01:30,06-01-2025 02:15,45.0,Weather,06-01-2025,Moderate,Delayed
AA439,Southwest Airlines,MIA,LAX,06-03-2025 04:00,06-03-2025 05:30,90.0,Late Aircraft,06-03-2025,Major impact,Delayed
SW199,American Airlines,ATL,DEN,12-03-2025 02:45,12-03-2025 03:45,60.0,Technical,12-03-2025,Moderate,Delayed
DL169,United Airlines,PHX,DEN,15-02-2025 02:00,15-02-2025 04:00,120.0,Crew,15-02-2025,Missed connections,Delayed
SW765,Delta Air Lines,LAX,MIA,06-01-2025 11:30,06-01-2025 11:45,15.0,Late Aircraft,06-01-2025,Minimal,Delayed
AA735,Alaska Airlines,JFK,ORD,31-03-2025 17:00,31-03-2025 17:10,10.0,Crew,31-03-2025,Minimal,Delayed
JB508,American Airlines,DFW,SEA,22-04-2025 14:00,22-04-2025 16:00,120.0,Security,22-04-2025,Missed connections,Delayed
DL849,American Airlines,SFO,SEA,26-01-2025 12:30,26-01-2025 13:30,60.0,Security,26-01-2025,Moderate,Delayed
DL988,American Airlines,SFO,ORD,02-02-2025 20:15,02-02-2025 20:25,10.0,Crew,02-02-2025,Minimal,Delayed
UA994,Alaska Airlines,SEA,SFO,09-03-2025 06:30,09-03-2025 06:35,5.0,Weather,09-03-2025,Minimal,Delayed
SW450,United Airlines,ATL,ORD,14-02-2025 13:45,14-02-2025 14:00,15.0,Late Aircraft,14-02-2025,Minimal,Delayed
AS684,Southwest Airlines,JFK,PHX,11-04-2025 19:15,11-04-2025 19:30,15.0,Crew,11-04-2025,Minimal,Delayed
AS860,Alaska Airlines,DEN,JFK,20-01-2025 14:15,20-01-2025 15:15,60.0,Weather,20-01-2025,Moderate,Delayed
AS516,United Airlines,MIA,JFK,27-02-2025 04:45,27-02-2025 04:55,10.0,Weather,27-02-2025,Minimal,Delayed
DL530,Alaska Airlines,MIA,ATL,18-03-2025 12:15,18-03-2025 12:45,30.0,Security,18-03-2025,Moderate,Delayed
UA933,United Airlines,JFK,DEN,25-04-2025 09:00,25-04-2025 11:00,120.0,Late Aircraft,25-04-2025,Missed connections,Delayed
JB536,JetBlue Airways,DEN,LAX,29-04-2025 05:45,29-04-2025 06:00,15.0,Security,29-04-2025,Minimal,Delayed
AA191,Alaska Airlines,JFK,SEA,14-01-2025 15:00,14-01-2025 18:00,180.0,Security,14-01-2025,Major impact,Delayed
UA912,Southwest Airlines,SFO,SEA,01-01-2025 11:15,01-01-2025 12:00,45.0,Crew,01-01-2025,Moderate,Delayed
SW789,Delta Air Lines,JFK,SEA,05-01-2025 00:00,05-01-2025 01:00,60.0,Security,05-01-2025,Moderate,Delayed
JB425,United Airlines,ATL,SEA,31-01-2025 17:45,31-01-2025 19:15,90.0,Weather,31-01-2025,Missed connections,Delayed
AS499,Alaska Airlines,ATL,SEA,26-04-2025 10:15,26-04-2025 10:25,10.0,Technical,26-04-2025,Minimal,Delayed
SW749,Alaska Airlines,DEN,ATL,31-01-2025 20:15,31-01-2025 23:15,180.0,Technical,31-01-2025,Missed connections,Delayed
AS152,United Airlines,LAX,DFW,22-03-2025 00:00,22-03-2025 00:10,10.0,Weather,22-03-2025,Minimal,Delayed
UA284,American Airlines,LAX,MIA,19-04-2025 11:15,19-04-2025 13:15,120.0,Weather,19-04-2025,Missed connections,Delayed
AA282,Alaska Airlines,PHX,JFK,16-01-2025 10:30,16-01-2025 13:30,180.0,Weather,16-01-2025,Major impact,Delayed
UA224,Delta Air Lines,PHX,JFK,10-03-2025 00:15,10-03-2025 01:15,60.0,Weather,10-03-2025,Moderate,Delayed
AA435,Delta Air Lines,DFW,LAX,04-04-2025 22:15,05-04-2025 00:15,120.0,Technical,04-04-2025,Major impact,Delayed
DL803,Alaska Airlines,ORD,SEA,14-01-2025 18:30,14-01-2025 19:00,30.0,Late Aircraft,14-01-2025,Moderate,Delayed
SW533,JetBlue Airways,ORD,SFO,21-03-2025 03:45,21-03-2025 04:45,60.0,Crew,21-03-2025,Moderate,Delayed
AA560,Delta Air Lines,JFK,PHX,02-02-2025 18:45,02-02-2025 21:45,180.0,Crew,02-02-2025,Missed connections,Delayed
DL928,United Airlines,SFO,ATL,15-02-2025 07:00,15-02-2025 08:00,60.0,Crew,15-02-2025,Moderate,Delayed
UA225,American Airlines,DEN,JFK,02-04-2025 10:15,02-04-2025 11:15,60.0,Technical,02-04-2025,Moderate,Delayed
AS176,JetBlue Airways,SFO,SEA,10-02-2025 10:15,10-02-2025 12:15,120.0,Late Aircraft,10-02-2025,Major impact,Delayed
SW391,Delta Air Lines,SFO,JFK,25-04-2025 17:00,25-04-2025 17:05,5.0,Weather,25-04-2025,Minimal,Delayed
SW840,United Airlines,ORD,SFO,07-04-2025 11:45,07-04-2025 12:45,60.0,Late Aircraft,07-04-2025,Moderate,Delayed
UA903,American Airlines,LAX,JFK,08-02-2025 02:30,08-02-2025 04:00,90.0,Crew,08-02-2025,Major impact,Delayed
JB571,American Airlines,ATL,SFO,21-04-2025 04:45,21-04-2025 04:55,10.0,Security,21-04-2025,Minimal,Delayed
JB589,Alaska Airlines,SEA,ORD,11-02-2025 23:45,12-02-2025 00:30,45.0,Crew,11-02-2025,Moderate,Delayed
UA671,Delta Air Lines,DFW,LAX,10-01-2025 15:00,10-01-2025 15:30,30.0,Late Aircraft,10-01-2025,Moderate,Delayed
SW988,JetBlue Airways,MIA,DFW,10-04-2025 12:15,10-04-2025 13:45,90.0,Technical,10-04-2025,Missed connections,Delayed
JB763,American Airlines,ATL,MIA,23-04-2025 03:00,23-04-2025 05:00,120.0,Technical,23-04-2025,Missed connections,Delayed
AS643,Southwest Airlines,DEN,ORD,16-01-2025 17:00,16-01-2025 17:30,30.0,Technical,16-01-2025,Moderate,Delayed
SW620,United Airlines,JFK,MIA,04-02-2025 11:00,04-02-2025 12:30,90.0,Late Aircraft,04-02-2025,Major impact,Delayed
SW280,JetBlue Airways,ORD,PHX,19-03-2025 15:45,19-03-2025 15:50,5.0,Technical,19-03-2025,Minimal,Delayed
DL217,American Airlines,JFK,DEN,31-01-2025 02:00,31-01-2025 03:30,90.0,Late Aircraft,31-01-2025,Missed connections,Delayed
AS943,Alaska Airlines,ORD,MIA,27-01-2025 05:15,27-01-2025 06:00,45.0,Security,27-01-2025,Moderate,Delayed
AA196,Delta Air Lines,MIA,SEA,05-04-2025 09:15,05-04-2025 09:25,10.0,Technical,05-04-2025,Minimal,Delayed
DL795,American Airlines,PHX,DEN,02-03-2025 18:00,02-03-2025 18:30,30.0,Late Aircraft,02-03-2025,Moderate,Delayed
AS977,JetBlue Airways,SEA,LAX,04-02-2025 21:00,04-02-2025 22:30,90.0,Technical,04-02-2025,Major impact,Delayed
AA350,JetBlue Airways,SFO,DEN,27-01-2025 23:00,28-01-2025 00:30,90.0,Weather,27-01-2025,Missed connections,Delayed
SW680,United Airlines,ORD,LAX,02-01-2025 15:15,02-01-2025 15:30,15.0,Security,02-01-2025,Minimal,Delayed
UA945,JetBlue Airways,LAX,JFK,04-03-2025 09:00,04-03-2025 09:05,5.0,Weather,04-03-2025,Minimal,Delayed
UA999,United Airlines,MIA,PHX,20-01-2025 02:30,20-01-2025 03:00,30.0,Late Aircraft,20-01-2025,Moderate,Delayed
SW508,American Airlines,ORD,DEN,18-03-2025 09:15,18-03-2025 10:15,60.0,Security,18-03-2025,Moderate,Delayed
DL356,Delta Air Lines,SFO,PHX,26-01-2025 09:30,26-01-2025 11:30,120.0,Security,26-01-2025,Major impact,Delayed
SW198,Delta Air Lines,MIA,SEA,30-03-2025 10:30,30-03-2025 12:00,90.0,Late Aircraft,30-03-2025,Missed connections,Delayed
UA230,JetBlue Airways,MIA,ORD,07-01-2025 12:15,07-01-2025 12:20,5.0,Late Aircraft,07-01-2025,Minimal,Delayed
JB571,American Airlines,LAX,JFK,04-02-2025 20:00,04-02-2025 20:10,10.0,Crew,04-02-2025,Minimal,Delayed
JB858,Southwest Airlines,ATL,ORD,25-04-2025 21:15,25-04-2025 22:00,45.0,Weather,25-04-2025,Moderate,Delayed
JB804,Delta Air Lines,LAX,ATL,01-01-2025 04:00,01-01-2025 04:30,30.0,Technical,01-01-2025,Moderate,Delayed
AA952,JetBlue Airways,SEA,SFO,08-01-2025 03:30,08-01-2025 03:45,15.0,Technical,08-01-2025,Minimal,Delayed
JB366,JetBlue Airways,SEA,LAX,25-02-2025 04:00,25-02-2025 04:30,30.0,Technical,25-02-2025,Moderate,Delayed
AS381,Southwest Airlines,SFO,LAX,01-03-2025 13:45,01-03-2025 14:30,45.0,Late Aircraft,01-03-2025,Moderate,Delayed
SW111,JetBlue Airways,ORD,JFK,24-03-2025 20:45,24-03-2025 21:45,60.0,Technical,24-03-2025,Moderate,Delayed
AS569,United Airlines,JFK,DFW,15-02-2025 16:15,15-02-2025 19:15,180.0,Late Aircraft,15-02-2025,Major impact,Delayed
DL460,Alaska Airlines,PHX,DEN,28-02-2025 22:15,28-02-2025 23:00,45.0,Late Aircraft,28-02-2025,Moderate,Delayed
AS595,Southwest Airlines,SEA,ATL,15-03-2025 22:30,15-03-2025 23:30,60.0,Security,15-03-2025,Moderate,Delayed
UA698,JetBlue Airways,SFO,LAX,06-01-2025 00:15,06-01-2025 00:25,10.0,Late Aircraft,06-01-2025,Minimal,Delayed
AA163,JetBlue Airways,ORD,LAX,05-01-2025 23:00,06-01-2025 00:00,60.0,Security,05-01-2025,Moderate,Delayed
AA278,United Airlines,LAX,MIA,18-02-2025 04:15,18-02-2025 06:15,120.0,Late Aircraft,18-02-2025,Missed connections,Delayed
AS265,Southwest Airlines,MIA,DFW,12-01-2025 18:00,12-01-2025 18:10,10.0,Technical,12-01-2025,Minimal,Delayed
DL105,United Airlines,SFO,PHX,21-04-2025 02:30,21-04-2025 05:30,180.0,Late Aircraft,21-04-2025,Major impact,Delayed
AS485,American Airlines,PHX,LAX,17-01-2025 16:30,17-01-2025 18:30,120.0,Technical,17-01-2025,Major impact,Delayed
UA123,Delta Air Lines,ORD,DEN,19-02-2025 22:30,19-02-2025 22:45,15.0,Crew,19-02-2025,Minimal,Delayed
JB347,JetBlue Airways,PHX,MIA,09-02-2025 12:00,09-02-2025 12:10,10.0,Security,09-02-2025,Minimal,Delayed
